,feat1,feat2,feat3,feat4,class
0,0.08902069436031838,0.11745278283707976,-0.10780490583617652,0.06767953861037888,6
1,-0.37896079252630427,0.1258246905071642,9.964459752643839e-05,-0.024467165911415224,3
2,0.6397724230714166,0.1289622694736534,0.005389822525135498,-0.06508454572260602,2
3,-0.002872436585966702,-0.46989856930572965,-0.04390948229327289,0.03545961459270698,6
4,-0.0024812437680027033,-0.3753500557017328,-0.08480454627647006,0.047595942395683266,6
5,-0.00026831232155401523,-0.043719608921891036,-0.11144973396128648,0.055657106558007284,6
6,-0.29354711763918284,0.09122736082909927,-0.025718802221868696,-0.05203791244834111,7
7,-0.4014339214081933,-0.33374552708124444,0.012871858433207792,-0.04396156990563582,1
8,0.12230245039341596,-0.24432036891277298,1.0501945190181348,0.22574780020504662,3
9,0.002463224196971125,-0.04395148247440805,-0.04875548672742833,0.16060053105178618,1
10,0.058125998743386295,0.31224871814212896,-0.05473724392577483,0.03258959554439536,4
11,-0.26766457417124523,0.4014108548105783,0.042427855150298045,-0.062450982032379705,5
12,-0.37849996042411027,0.18459805676472732,0.014080643497083867,-0.0512272643813861,5
13,0.09824842598994875,-0.30086461833922273,-0.10668820321456791,0.057752742445131844,6
14,-0.3390784469870355,0.18609565422342886,0.011029561375862779,-0.054381443226400705,7
15,-0.2332794080021769,0.43417392047961073,0.044999961898153466,-0.054108389417158106,5
16,0.22549698603526996,-0.5095507336296297,-0.03357347872017059,0.11537299672513439,1
17,0.048523558044188474,0.09116887120403266,-0.10370108706081195,0.06560209546210052,6
18,0.1068274164125453,0.328422010966652,-0.0450843270559061,0.013547777739216262,4
19,0.1960358086603546,0.1561415164825041,-0.08264303416025215,0.022179170436330813,4
20,-0.31846618265905785,0.30214098828240094,0.023675712780018815,-0.04893153773235506,5
21,-0.2550744613053277,0.3245981584673145,0.007022108105249171,-0.03876420315034279,1
22,-0.2853994101343271,0.15756774144200092,-0.019828404323066325,0.02595240318594732,3
