,feat1,feat2,feat3,feat4,class
0,0.8471956635419946,0.6842250886736486,0.6787787665900137,0.3839671143543291,2
1,0.23883234598605102,0.6198284129280405,0.5511741389821296,0.4866506428607043,1
2,0.26968461328834714,0.7600792969502671,0.6177595811176433,0.7037380488487275,0
3,0.3404338474005947,0.2814161423167227,0.48453756620073596,0.4541771468828505,1
4,0.38189704511555944,0.18567900324064668,0.5028913978995416,0.6043463482307989,1
5,0.5886715619780283,0.16188556014782424,0.6117519299606181,0.5079986646335543,2
6,0.396634524795159,0.20233882261494057,0.31810232504440256,0.3648227873132742,1
7,0.7592307650943785,0.23621637197742038,0.6259056208658844,0.532100224374479,2
8,0.7814428399831583,0.4395332177887774,0.5903477764345103,0.5984008550963025,2
9,0.4585210260336286,0.08139912247122877,0.4911406520004207,0.42623974682590854,2
10,0.29350540203507336,0.5638834818292474,0.3297818963777902,0.6589582861543992,0
11,0.19643209923086646,0.6451024879292779,0.524874200792433,0.37462714232619415,0
12,0.1878540893479705,0.5718904741403228,0.4799618459481497,0.327409829475777,1
13,0.11153495592726181,0.4844651226947353,0.7003676433689713,0.6579207357345171,1
14,0.6456307979539985,0.4066309351975723,0.4309572491503239,0.5259603418223608,2
15,0.7902226184963441,0.6584397160101646,0.3640071291478275,0.48910830087545026,0
16,0.677442316991786,0.39930189742945277,0.43947051674765686,0.66046326016054,2
17,0.6089028353933608,0.2108114718981094,0.4805563649283052,0.5962913378168098,2
18,0.8421580760203737,0.7556090498074677,0.4785588400819741,0.4813181849716121,0
19,0.4228527115834392,0.1939048023466189,0.3710634112977126,0.6527144878880451,1
20,0.9255957786316008,0.7713982059446098,0.5087023324091,0.5700708021020848,2
21,0.8893024240611824,0.7396692155542719,0.1976781982441363,0.5657859168181713,0
22,0.8737583630352934,0.35745870825226367,0.552389014032764,0.37865762048526,2
23,0.13908550366460048,0.4497517644619678,0.3901408657109176,0.4859889915849157,1
24,0.7401510436570726,0.26006777093379907,0.43876541570428096,0.4008500154232026,2
25,0.5363965352809809,0.6176885498263575,0.39502601342651933,0.8813040975303432,0
26,0.39833759685997694,0.5952337374150587,0.4753144180956864,0.23400109146327552,0
27,0.31280048264820814,0.26783792154060837,0.2114054775754059,0.5323747827043869,1
28,0.7100030429150355,0.3442563916760394,0.6053361492478632,0.46843900789264514,2
29,0.3482168467566006,0.24564249502986318,0.39116607854743823,0.4963677034626098,1
30,0.4665282019076486,0.11791552077946543,0.46976057506599367,0.4750204566691648,2
31,0.019573341971932667,0.7295083089450602,0.5580436591208862,0.6463734396533745,0
32,0.1461511620723553,0.8130163719263064,0.38472251609638464,0.6995693718472759,0
33,0.029666744857050897,0.8116759083428964,0.6000551420450625,0.48175472125312574,0
34,0.8526730846198401,0.556681042089616,0.4745711133782315,0.4219378224548059,2
35,0.7697641735813694,0.5983380156614493,0.20996649755687974,0.5058078761285468,2
36,0.8282661736605943,0.6703921708537726,0.46486856057965764,0.3330678956313019,2
37,0.6331732339997602,0.4099401592654494,0.3690412781841939,0.3534939381004799,2
38,0.32249521220803257,0.6971740690896396,0.7204955533242051,0.39326912005908155,0
39,0.2578656027012035,0.5991536688984267,0.4796100475208,0.2352291979695122,1
40,0.42018287116203573,0.3638259997227078,0.39227684694578724,0.5112482791353296,1
41,0.809263295877884,0.5784253310493643,0.6124753714075737,0.4639100303699437,0
42,0.1399726396360923,0.6216626073186433,0.6917223563134849,0.4897059208372865,1
43,0.2598237543437184,0.3994409310402395,0.5836224885782325,0.5893668295436183,1
44,0.7921235222639573,0.7527840760335319,0.6801157829537935,0.47298941046548026,2
45,0.25016457084909616,0.6271147092543332,0.5630017976268019,0.18738882986903838,0
46,0.7159656707374863,0.526354874515117,0.5310006972818958,0.3851054700094387,2
47,0.7671032002212839,0.2750352022288458,0.5206089314204728,0.574242376108882,2
48,0.21180008411098877,0.6049215630120413,0.5799592570906309,0.6368547770173331,1
49,0.850467820173487,0.553964216214279,0.5410415136736345,0.3845540785224011,2
50,0.6742220313234273,0.6499397933878767,0.7295406616876614,0.3934713793148054,0
51,0.41518774784251966,0.17037371590168537,0.4194129378013756,0.4947349915515182,1
52,0.3507854922055943,0.6576921650789245,0.5128345485879,0.4305090305834793,0
53,0.782207357788117,0.48437321174259457,0.5080515775687113,0.43849246502565653,2
54,0.17778323962533993,0.45582399246501826,0.24746325935904037,0.4066672701440948,1
55,0.7390043028483817,0.3247471239825012,0.5695675980139774,0.781672903255229,2
56,0.7518016081355777,0.498948472370506,0.4995632958528621,0.4484834644376409,2
57,0.5069533417533311,0.3420430946193893,0.7017574511260224,0.5186172759337521,2
58,0.8165256116755373,0.5894663778068788,0.44496142903423797,0.6418970849656752,0
59,0.7072577723415434,0.717442921351111,0.39684116725858726,0.31882164301489224,0
60,0.5258414056587386,0.171998330897637,0.6329488655668782,0.365689011916889,2
61,0.5615224857217277,0.7121039910389857,0.31657224260572164,0.6097043215035065,0
62,0.7854967729452458,0.5861888857511004,0.431247673609818,0.6390301781042815,2
63,0.38292571924701047,0.6903574100638181,0.40414895201334394,0.4645967974802849,0
64,0.334930431828263,0.23680790764053433,0.5862153157784294,0.6038537697765192,1
65,0.2498519184772236,0.7210074751860989,0.29764633846318705,0.4612776579503339,0
66,0.5572143361092888,0.5965698373301631,0.4675999225874566,0.5332805180756145,0
67,0.30635514561363764,0.7169862983888243,0.5711164766159563,0.7027858257924733,0
68,0.7032264120290181,0.6663838392007595,0.6665203475143987,0.7726313462592516,0
69,0.17926586289760632,0.7116531626570772,0.7011516857363156,0.505863054706553,0
70,0.4960111161615656,0.06423909114652604,0.3435313197702009,0.5429177374939886,2
71,0.36286636443856524,0.3713286179078214,0.31899222009796907,0.4051481455702558,1
72,0.22079098766213462,0.5164891573548759,0.6072091056548808,0.4419391470138416,0
73,0.0754069796351518,0.4779243990474755,0.4337065005209137,0.6440252007948317,1
74,0.5246247734716508,0.15896599346891266,0.43798372093710214,0.5029823506078371,1
75,0.2943912246374318,0.6404792945176057,0.2533601564243464,0.27889779241680857,0
76,0.8337987726487435,0.6493531675351661,0.5336451883381281,0.2529577825202217,2
77,0.2594618244484411,0.4342461642077447,0.5031983933591582,0.4977637575148662,1
78,0.2368855862467364,0.614098796862341,0.4943157585787514,0.4692319323127095,1
79,0.16295450796066485,0.42201027983014305,0.6378863312354451,0.15571566408694199,1
80,0.1683059244929534,0.7259853210647128,0.3084987282865719,0.6847690449949584,0
81,0.8237650269057686,0.6120943647516428,0.0,0.5546227695540733,2
82,0.7868702268997625,0.6371323900457516,0.477801202753762,0.6664957885223755,0
83,0.8278250090521793,0.5884672828495034,0.4688788734579321,0.30861631575134363,2
84,0.28882958570248535,0.31479674398684343,0.5046685561473649,0.3149637210483386,1
85,0.49331365064535415,0.2925950876419138,0.49173369329122885,0.47267984940473207,1
86,0.6155484135739553,0.1627911527554169,0.4599230909705222,0.5166006256760597,2
87,0.7251508972823931,0.30237367369318036,0.21608499946380177,0.4734136010301321,2
88,0.19550641921287165,0.5891557616623184,0.2194394014241916,0.46628921638899345,0
89,0.7131841406617875,0.25636325660864134,0.4353083225996272,0.654972959203965,2
90,0.5130168059210899,0.7294461404111774,0.3440649858641466,0.10857337658992927,0
91,0.45375960042685354,0.7920713460073009,0.3876481572445678,0.34838877236818666,0
92,0.051276867822932726,0.6333737592499932,0.4427910335647464,0.1750484227664913,0
93,0.21305240322779911,0.43794296229785257,0.42491846868663996,0.4926700938493595,1
94,0.31514511844122195,0.24407059663697792,0.5757800246916651,0.4009250885925938,1
95,0.525231838000532,0.10216209461361891,0.4393767980399816,0.5946558243599379,2
96,0.4443508165906931,0.609554528470591,0.18877388919900012,0.7034222697430281,0
97,0.5325163370420933,0.8233341713080867,0.5204744192952129,0.5722010816142624,0
98,0.7937118977797089,0.7874419433507991,0.5813462708725358,0.6282486909143024,2
99,0.7148620616857353,0.44687660408378577,0.712375523367635,0.6374843335048526,2
100,0.36316688968220334,0.21660814458194066,0.7055308081371281,0.3553521626688956,1
101,0.08034724020050887,0.5650517109929794,0.2633505745383105,0.43161481047703665,1
102,0.5135432652695304,0.6893296779266161,0.33110833007801044,0.42045131099624,0
103,0.8608748285344121,0.6558790408120356,0.4751075986170331,0.36189508747337507,0
