,feat1,feat2,feat3,feat4,class
0,0.43130782723884237,0.5527762630770375,0.01149963511809958,0.5398707605394171,6
1,0.08832543675214449,0.5592405523487066,0.09469491907953137,0.379843144129566,3
2,0.8349523084227233,0.5616632042521118,0.09877368918815922,0.3093045121759835,2
3,0.36395959530141025,0.09925847549787709,0.06076352514055181,0.4839156651487247,6
4,0.3642462994801143,0.1722632154242394,0.029233098971980773,0.5049923560662983,6
5,0.36586815106773907,0.4283285261939934,0.0086894430581759,0.518991867965067,6
6,0.15092489252962427,0.5325265516836858,0.07478868708144434,0.3319620953840752,7
7,0.07185494020129851,0.2043877584331235,0.10454239958526242,0.34598796698877127,1
8,0.45569993796050356,0.273436547949868,0.9043265881122109,0.8143817944859377,3
9,0.3678700869371647,0.4281494872249813,0.05702721639956329,0.7012430528205617,1
10,0.4086651867648565,0.7031861008796796,0.05241523306146926,0.4789314141140766,4
11,0.16989413998761121,0.7720318008345416,0.12733031288232038,0.31387812033915713,5
12,0.08866317937755247,0.6046218508448546,0.10547438267803518,0.33336991651642356,5
13,0.43807080727498704,0.22977644091741678,0.012360621900700294,0.5226312777260549,6
14,0.11755510201578093,0.605778206548603,0.10312197360497617,0.32789217615752997,7
15,0.19509493707129272,0.7973294919053504,0.129313428055933,0.32836637814306496,5
16,0.5313309394239919,0.06864143210248125,0.06873266776553233,0.62269814389572,1
17,0.4016275834454853,0.5324813894732645,0.014663712693800443,0.5362629454040656,6
18,0.44435832660118935,0.7156741558622521,0.05985771029544076,0.4458622258963616,4
19,0.509738920667384,0.5826494025924271,0.030899642352885365,0.4608520316282627,4
20,0.13266177587073644,0.6953815129329458,0.11287225895308413,0.3373568161617182,5
21,0.17912140031360763,0.7127216043456821,0.10003219461538947,0.3550140327365767,1
22,0.15689632574932952,0.5837506486964182,0.07933023165826686,0.4674048589508927,3
23,0.9373366989158892,0.35831812971998056,0.13571597518862782,0.26080603044667444,2
24,0.05427811964821194,0.3883991702966614,0.10264308141123198,0.28225555850258666,7
25,0.35063418162516674,0.9176064494698633,0.1562294424244379,0.3419725589567638,5
26,0.03401886746895966,0.11655865507172614,0.1494677260198245,0.30290679234275775,3
27,0.3697453646804907,0.006813205427503799,0.07964371672016497,0.43862796780650454,6
28,0.8729300049504066,0.31237644171554346,0.0992136022434662,0.3212306532022451,2
29,0.320588088105748,0.1399750205535571,0.2253122080162679,0.8655263428126845,3
30,0.143666764137904,0.5395611653264415,0.08378326304429401,0.30481504302897283,7
31,0.08406402797415341,0.4598593788192933,0.08037527930693485,0.41697268014894556,5
32,0.03656592567356404,0.2956394309390694,0.1150838549182281,0.36699609645935233,5
33,0.24838403664573763,0.4350235090072562,0.027726307239392803,0.5413450512646077,4
34,0.07754440945357793,0.2923030475519826,0.10520473544649284,0.25986164553366964,7
35,0.14700924339204594,0.5882882915020393,0.08399810321277912,0.3341231789367595,7
36,0.14657430619861855,0.1969514753602627,0.1032924938873257,0.19467808886166768,7
